 ,Greedy,Uniform,A*,Dijkstras, ,Greedy,Uniform,A*,Dijkstras
Time:,0.6504580974578857,2.3779780864715576,2.2799298763275146,2.4094343185424805,Traffic:,88,88,88,88
Time:,1.1687581539154053,3.503385066986084,3.388298988342285,3.500319242477417,Traffic:,373,202,202,203
Time:,1.262115240097046,3.606386184692383,3.490041732788086,3.6044983863830566,Traffic:,202,202,202,202
Time:,1.3095784187316895,3.669631242752075,3.5534820556640625,3.6676743030548096,Traffic:,230,225,225,225
Time:,1.35383939743042,3.763051986694336,3.6453280448913574,3.7628281116485596,Traffic:,171,171,171,171
Time:,1.3798363208770752,3.8160340785980225,3.694819211959839,3.819261312484741,Traffic:,98,98,98,98
Time:,1.427619457244873,3.9361648559570312,3.8005361557006836,3.9405782222747803,Traffic:,214,206,206,206


Time:,0.0012521743774414062,0.0012543201446533203,0.001293182373046875,0.0011551380157470703,Traffic:,16,16,16,16
Time:,0.010023355484008789,0.009472370147705078,0.008363962173461914,0.009322881698608398,Traffic:,37,37,37,37
Time:,0.07454943656921387,0.053534507751464844,0.05344891548156738,0.05442976951599121,Traffic:,55,52,52,52
Time:,0.10706353187561035,0.11410069465637207,0.11812090873718262,0.11828184127807617,Traffic:,113,97,97,97
Time:,0.13434052467346191,0.15761256217956543,0.16180777549743652,0.16195893287658691,Traffic:,73,73,73,73
Time:,0.15460944175720215,0.1908705234527588,0.19360876083374023,0.2000749111175537,Traffic:,76,76,76,76
Time:,0.19684958457946777,0.2917592525482178,0.2889676094055176,0.2985217571258545,Traffic:,131,126,126,126
Time:,0.33020544052124023,0.6767055988311768,0.6671793460845947,0.6750795841217041,Traffic:,431,389,390,389
Time:,0.6723873615264893,2.262272596359253,2.321791172027588,2.2567315101623535,Traffic:,721,639,639,639
Time:,0.6930835247039795,2.304863691329956,2.363471269607544,2.3017563819885254,Traffic:,87,87,87,87
Time:,1.2025182247161865,3.4464216232299805,3.5817670822143555,3.5374393463134766,Traffic:,360,199,202,202
Time:,1.2974622249603271,3.546874523162842,3.6779820919036865,3.6342084407806396,Traffic:,176,176,176,176
Time:,1.3464343547821045,3.6091854572296143,3.739403009414673,3.698368549346924,Traffic:,219,215,215,215
Time:,1.3898942470550537,3.7053334712982178,3.8332159519195557,3.794487237930298,Traffic:,190,190,190,190
Time:,1.4177052974700928,3.7688543796539307,3.8894641399383545,3.8584914207458496,Traffic:,109,109,109,109
Time:,1.4670352935791016,3.87754225730896,3.995786428451538,3.967207431793213,Traffic:,169,165,165,165


